locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFNABGGJ_05580	CDS	450	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MFNABGGJ_05581	CDS	771	metQ_3		COG1464	putative D-methionine-binding lipoprotein MetQ
MFNABGGJ_05582	CDS	666	metP_3		COG2011	Methionine import system permease protein MetP
MFNABGGJ_05583	CDS	1224	sfnC_4	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MFNABGGJ_05584	CDS	462			COG2764	putative protein
MFNABGGJ_05585	CDS	876	dehH1_2	3.8.1.3		Haloacetate dehalogenase H-1
MFNABGGJ_05586	CDS	1305	dctA_3			C4-dicarboxylate transport protein
MFNABGGJ_05587	CDS	936	dmlR_23			HTH-type transcriptional regulator DmlR
MFNABGGJ_05588	CDS	1236				hypothetical protein
MFNABGGJ_05589	CDS	615	leuD1_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
MFNABGGJ_05590	CDS	1422	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
MFNABGGJ_05591	CDS	1203				hypothetical protein
MFNABGGJ_05592	CDS	540				hypothetical protein
MFNABGGJ_05593	CDS	330				hypothetical protein
MFNABGGJ_05594	CDS	561				hypothetical protein
MFNABGGJ_05595	CDS	921	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
MFNABGGJ_05596	CDS	747	znuC_2	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
MFNABGGJ_05597	CDS	900	znuB_2		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MFNABGGJ_05598	CDS	948				hypothetical protein
MFNABGGJ_05599	CDS	150				hypothetical protein
MFNABGGJ_05600	CDS	225	mbtH		COG3251	Protein MbtH
MFNABGGJ_05601	CDS	1401	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
MFNABGGJ_05602	CDS	774	amiD_2	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
MFNABGGJ_05603	CDS	1320	qseC_4	2.7.13.3		Sensor protein QseC
MFNABGGJ_05604	CDS	681	qseB_4			Transcriptional regulatory protein QseB
MFNABGGJ_05605	CDS	1731	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MFNABGGJ_05606	CDS	870	resA_2			Thiol-disulfide oxidoreductase ResA
MFNABGGJ_05607	CDS	762	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
MFNABGGJ_05608	CDS	2202	rhsC	3.1.-.-	COG3209	Putative deoxyribonuclease RhsC
MFNABGGJ_05609	CDS	303				hypothetical protein
MFNABGGJ_05610	CDS	954	feaR_1		COG2207	Transcriptional activator FeaR
MFNABGGJ_05611	CDS	621				hypothetical protein
MFNABGGJ_05612	CDS	1500	yhdG_2		COG0531	putative amino acid permease YhdG
MFNABGGJ_05613	CDS	1329				hypothetical protein
MFNABGGJ_05614	CDS	495	C1-hpah	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
MFNABGGJ_05615	CDS	1170	C2-hpah	1.14.14.9		p-hydroxyphenylacetate 3-hydroxylase, oxygenase component
MFNABGGJ_05616	CDS	1488	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MFNABGGJ_05617	CDS	1611	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
MFNABGGJ_05618	CDS	1092	spuE_5		COG0687	Spermidine-binding periplasmic protein SpuE
MFNABGGJ_05619	CDS	780	glnQ_10			Glutamine transport ATP-binding protein GlnQ
MFNABGGJ_05620	CDS	777	yecS_6		COG0765	L-cystine transport system permease protein YecS
MFNABGGJ_05621	CDS	807	argT_2		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
MFNABGGJ_05622	CDS	669	gntR_2			putative D-xylose utilization operon transcriptional repressor
MFNABGGJ_05623	CDS	537				hypothetical protein
MFNABGGJ_05624	CDS	306				hypothetical protein
MFNABGGJ_05625	CDS	1542	phrB_2	4.1.99.13	COG3046	(6-4) photolyase
MFNABGGJ_05626	CDS	1284				hypothetical protein
MFNABGGJ_05627	CDS	465				hypothetical protein
MFNABGGJ_05628	CDS	2106	btuB_10			Vitamin B12 transporter BtuB
MFNABGGJ_05629	CDS	1188	sfnC_5	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MFNABGGJ_05630	CDS	1089	sfnR_3		COG1221	Sigma54-dependent transcriptional activator SfnR
MFNABGGJ_05631	CDS	1806	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MFNABGGJ_05632	CDS	513	mshD	2.3.1.189		Mycothiol acetyltransferase
MFNABGGJ_05633	CDS	1440	hsrA_3			putative transport protein HsrA
MFNABGGJ_05634	CDS	1209	sfnC_6	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MFNABGGJ_05635	CDS	1716	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MFNABGGJ_05636	CDS	864	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
MFNABGGJ_05637	CDS	981	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
MFNABGGJ_05638	CDS	1662	gsiB_3		COG0747	Glutathione-binding protein GsiB
MFNABGGJ_05639	CDS	885	benM_6			HTH-type transcriptional regulator BenM
MFNABGGJ_05640	CDS	657				hypothetical protein
MFNABGGJ_05641	CDS	1230	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MFNABGGJ_05642	CDS	1338	sauU			putative sulfoacetate transporter SauU
MFNABGGJ_05643	CDS	663				hypothetical protein
MFNABGGJ_05644	CDS	558				hypothetical protein
MFNABGGJ_05645	CDS	576				hypothetical protein
MFNABGGJ_05646	CDS	2214	xpsD		COG1450	Secretin XpsD
MFNABGGJ_05647	CDS	525				hypothetical protein
MFNABGGJ_05648	CDS	612				hypothetical protein
MFNABGGJ_05649	CDS	1041				hypothetical protein
MFNABGGJ_05650	CDS	723				hypothetical protein
MFNABGGJ_05651	CDS	618				hypothetical protein
MFNABGGJ_05652	CDS	369				hypothetical protein
MFNABGGJ_05653	CDS	432				hypothetical protein
MFNABGGJ_05654	CDS	426	epsG		COG2165	Type II secretion system protein G
MFNABGGJ_05655	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
MFNABGGJ_05656	CDS	1695	xpsE		COG2804	Type II secretion system protein E
MFNABGGJ_05657	CDS	2391	fcuA_3			Ferrichrome receptor FcuA
MFNABGGJ_05658	CDS	423	farR_1			HTH-type transcriptional regulator FarR
MFNABGGJ_05659	CDS	1257	nicP_9			Porin-like protein NicP
MFNABGGJ_05660	CDS	903				hypothetical protein
MFNABGGJ_05661	CDS	666	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
MFNABGGJ_05662	CDS	771	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
MFNABGGJ_05663	CDS	1461	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MFNABGGJ_05664	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
MFNABGGJ_05665	CDS	393	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
MFNABGGJ_05666	CDS	1305	nicT_4			Putative metabolite transport protein NicT
MFNABGGJ_05667	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
MFNABGGJ_05668	CDS	801	hpcH_1	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
MFNABGGJ_05669	CDS	423	farR_2			HTH-type transcriptional regulator FarR
MFNABGGJ_05670	CDS	1299	puuB_9	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MFNABGGJ_05671	CDS	366				hypothetical protein
MFNABGGJ_05672	CDS	660	malT_5			HTH-type transcriptional regulator MalT
MFNABGGJ_05673	CDS	822	moaF			Protein MoaF
MFNABGGJ_05674	CDS	801	ucpA_1	1.-.-.-		Oxidoreductase UcpA
MFNABGGJ_05675	CDS	762	ucpA_2	1.-.-.-		Oxidoreductase UcpA
MFNABGGJ_05676	CDS	981				hypothetical protein
MFNABGGJ_05677	CDS	780	yadH		COG0842	Inner membrane transport permease YadH
MFNABGGJ_05678	CDS	933	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MFNABGGJ_05679	CDS	624	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
MFNABGGJ_05680	CDS	660				hypothetical protein
MFNABGGJ_05681	CDS	2448	fadE_2	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
MFNABGGJ_05682	CDS	408				hypothetical protein
MFNABGGJ_05683	CDS	933	dmlR_24			HTH-type transcriptional regulator DmlR
MFNABGGJ_05684	CDS	630	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MFNABGGJ_05685	CDS	1569	phoD_2	3.1.3.1	COG3540	Alkaline phosphatase D
MFNABGGJ_05686	CDS	555				hypothetical protein
MFNABGGJ_05687	CDS	408	exbD_4		COG0848	Biopolymer transport protein ExbD
MFNABGGJ_05688	CDS	735				hypothetical protein
MFNABGGJ_05689	CDS	2283				hypothetical protein
MFNABGGJ_05690	CDS	648	tolQ_5			Tol-Pal system protein TolQ
MFNABGGJ_05691	CDS	1257		2.7.8.-		Cardiolipin synthase
MFNABGGJ_05692	CDS	246				hypothetical protein
MFNABGGJ_05693	CDS	243				hypothetical protein
MFNABGGJ_05694	CDS	1143	potF		COG0687	Putrescine-binding periplasmic protein
MFNABGGJ_05695	CDS	792	malT_6			HTH-type transcriptional regulator MalT
MFNABGGJ_05696	tRNA	76				tRNA-Gly(gcc)
MFNABGGJ_05697	tRNA	76				tRNA-Glu(ttc)
MFNABGGJ_05698	tRNA	76				tRNA-Gly(gcc)
MFNABGGJ_05699	tRNA	76				tRNA-Glu(ttc)
MFNABGGJ_05700	CDS	771				hypothetical protein
MFNABGGJ_05701	CDS	813	catD_4	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
MFNABGGJ_05702	CDS	1968	mcpQ_3		COG0840	Methyl-accepting chemotaxis protein McpQ
MFNABGGJ_05703	CDS	1425	norG_4		COG1167	HTH-type transcriptional regulator NorG
MFNABGGJ_05704	CDS	762	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
MFNABGGJ_05705	CDS	1008	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MFNABGGJ_05706	CDS	699	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MFNABGGJ_05707	CDS	831	ompR_6			Transcriptional regulatory protein OmpR
MFNABGGJ_05708	CDS	1038	sasA_22	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_05709	CDS	1065	ydiK_2		COG0628	Putative transport protein YdiK
MFNABGGJ_05710	CDS	819				hypothetical protein
MFNABGGJ_05711	CDS	855	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MFNABGGJ_05712	CDS	810				hypothetical protein
MFNABGGJ_05713	CDS	444		3.1.2.-	COG2050	Putative esterase
MFNABGGJ_05714	CDS	1668		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
MFNABGGJ_05715	CDS	222	nrdB_2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MFNABGGJ_05716	CDS	402				hypothetical protein
MFNABGGJ_05717	CDS	489				hypothetical protein
MFNABGGJ_05718	CDS	2679	aceE_3	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MFNABGGJ_05719	CDS	927	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
MFNABGGJ_05720	CDS	717	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
MFNABGGJ_05721	CDS	780	yfcA		COG0730	putative membrane transporter protein YfcA
MFNABGGJ_05722	CDS	834	nudC_2	3.6.1.22		NADH pyrophosphatase
MFNABGGJ_05723	CDS	813		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MFNABGGJ_05724	CDS	1296	sasA_23	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_05725	CDS	702	phoP_4		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MFNABGGJ_05726	CDS	1158	mexA			Multidrug resistance protein MexA
MFNABGGJ_05727	CDS	3099	mexB		COG0841	Multidrug resistance protein MexB
MFNABGGJ_05728	CDS	642				hypothetical protein
MFNABGGJ_05729	CDS	840	rhaS_12			HTH-type transcriptional activator RhaS
MFNABGGJ_05730	CDS	606	eamB_3		COG1280	Cysteine/O-acetylserine efflux protein
MFNABGGJ_05731	CDS	801				hypothetical protein
MFNABGGJ_05732	CDS	441				hypothetical protein
MFNABGGJ_05733	CDS	2256				hypothetical protein
MFNABGGJ_05734	CDS	1995				hypothetical protein
MFNABGGJ_05735	CDS	1950				hypothetical protein
MFNABGGJ_05736	CDS	1014	kdgR_3		COG1609	HTH-type transcriptional regulator KdgR
MFNABGGJ_05737	CDS	783				hypothetical protein
MFNABGGJ_05738	CDS	945	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MFNABGGJ_05739	CDS	1296	ttuB_3			Putative tartrate transporter
MFNABGGJ_05740	CDS	978	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MFNABGGJ_05741	CDS	1626				hypothetical protein
MFNABGGJ_05742	CDS	1428	xanP_2		COG2233	Xanthine permease XanP
MFNABGGJ_05743	CDS	462				hypothetical protein
MFNABGGJ_05744	CDS	552				hypothetical protein
MFNABGGJ_05745	CDS	990	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
MFNABGGJ_05746	CDS	282	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
MFNABGGJ_05747	CDS	762	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
MFNABGGJ_05748	CDS	534	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
MFNABGGJ_05749	CDS	1077	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
MFNABGGJ_05750	CDS	309	yjcH_2		COG3162	Inner membrane protein YjcH
MFNABGGJ_05751	CDS	1647	actP_2		COG4147	Cation/acetate symporter ActP
MFNABGGJ_05752	CDS	2055	paaZ		COG2030	Bifunctional protein PaaZ
MFNABGGJ_05753	CDS	552				IS1595 family transposase ISSpgl1
MFNABGGJ_05754	CDS	1014				hypothetical protein
MFNABGGJ_05755	CDS	834	tauD_3	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MFNABGGJ_05756	CDS	987	tauA_2		COG4521	Taurine-binding periplasmic protein
MFNABGGJ_05757	CDS	870		4.1.1.112	COG2513	Oxaloacetate decarboxylase
MFNABGGJ_05758	CDS	1944	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
MFNABGGJ_05759	CDS	1356	bdlA_4		COG0840	Biofilm dispersion protein BdlA
MFNABGGJ_05760	CDS	906	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MFNABGGJ_05761	CDS	1293	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
MFNABGGJ_05762	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MFNABGGJ_05763	CDS	1461	ygbN		COG2610	Inner membrane permease YgbN
MFNABGGJ_05764	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MFNABGGJ_05765	CDS	822	srlR_2		COG1349	Glucitol operon repressor
MFNABGGJ_05766	CDS	1128				hypothetical protein
MFNABGGJ_05767	CDS	852				hypothetical protein
MFNABGGJ_05768	CDS	1761				hypothetical protein
MFNABGGJ_05769	CDS	2271	katG	1.11.1.21	COG0376	Catalase-peroxidase
MFNABGGJ_05770	CDS	2202				hypothetical protein
MFNABGGJ_05771	CDS	930				hypothetical protein
MFNABGGJ_05772	CDS	1407	aroP_2		COG1113	Aromatic amino acid transport protein AroP
MFNABGGJ_05773	CDS	138				hypothetical protein
MFNABGGJ_05774	CDS	960				hypothetical protein
MFNABGGJ_05775	CDS	1251				hypothetical protein
MFNABGGJ_05776	CDS	192				hypothetical protein
MFNABGGJ_05777	CDS	960	scpB_2			Segregation and condensation protein B
MFNABGGJ_05778	CDS	819	scpA		COG1354	Segregation and condensation protein A
MFNABGGJ_05779	CDS	630	yciO		COG0009	putative protein YciO
MFNABGGJ_05780	CDS	864	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
MFNABGGJ_05781	CDS	597	yciB		COG2917	putative intracellular septation protein A
MFNABGGJ_05782	CDS	300	yciI		COG2350	Protein YciI
MFNABGGJ_05783	CDS	408				hypothetical protein
MFNABGGJ_05784	CDS	678	cpxR		COG0745	Transcriptional regulatory protein CpxR
MFNABGGJ_05785	CDS	465				hypothetical protein
MFNABGGJ_05786	CDS	1344	sasA_24	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_05787	CDS	1350	frc_2	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
MFNABGGJ_05788	CDS	864	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
MFNABGGJ_05789	CDS	1428	arcD_1		COG0531	Arginine/ornithine antiporter
MFNABGGJ_05790	CDS	1428	arcD_2		COG0531	Arginine/ornithine antiporter
MFNABGGJ_05791	CDS	1257	arcA	3.5.3.6	COG2235	Arginine deiminase
MFNABGGJ_05792	CDS	1011	arcB	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
MFNABGGJ_05793	CDS	930	arcC1	2.7.2.2		Carbamate kinase 1
MFNABGGJ_05794	CDS	363				hypothetical protein
MFNABGGJ_05795	CDS	1509	tyrR_2			Transcriptional regulatory protein TyrR
MFNABGGJ_05796	CDS	384	gcvH_2		COG0509	Glycine cleavage system H protein
MFNABGGJ_05797	CDS	2847	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
MFNABGGJ_05798	CDS	1377	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
MFNABGGJ_05799	CDS	1125	gcvT_2	2.1.2.10		Aminomethyltransferase
MFNABGGJ_05800	CDS	213	cspA_2		COG1278	Major cold shock protein CspA
MFNABGGJ_05801	CDS	489				hypothetical protein
MFNABGGJ_05802	CDS	597	xcpW		COG4795	Type II secretion system protein J
MFNABGGJ_05803	CDS	453				hypothetical protein
MFNABGGJ_05804	CDS	432				hypothetical protein
MFNABGGJ_05805	CDS	399				hypothetical protein
MFNABGGJ_05806	CDS	438	xcpT_1		COG2165	Type II secretion system protein G
MFNABGGJ_05807	CDS	948	xcpX		COG3156	Type II secretion system protein K
MFNABGGJ_05808	CDS	1113				hypothetical protein
MFNABGGJ_05809	CDS	525				hypothetical protein
MFNABGGJ_05810	CDS	2310	xcpQ		COG1450	Secretin XcpQ
MFNABGGJ_05811	CDS	705				hypothetical protein
MFNABGGJ_05812	CDS	1419	hxcR		COG2804	putative type II secretion system protein HxcR
MFNABGGJ_05813	CDS	1212	epsF_3		COG1459	Type II secretion system protein F
MFNABGGJ_05814	CDS	1164	phoA2	3.1.3.1		Alkaline phosphatase L
MFNABGGJ_05815	CDS	12564				hypothetical protein
MFNABGGJ_05816	CDS	1608				hypothetical protein
MFNABGGJ_05817	CDS	1737				hypothetical protein
MFNABGGJ_05818	CDS	1827				hypothetical protein
MFNABGGJ_05819	CDS	486	decR_5		COG1522	DNA-binding transcriptional activator DecR
MFNABGGJ_05820	CDS	1623				hypothetical protein
MFNABGGJ_05821	CDS	513				hypothetical protein
MFNABGGJ_05822	CDS	1248	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
MFNABGGJ_05823	CDS	687				hypothetical protein
MFNABGGJ_05824	CDS	2292	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05825	CDS	1011	cheB_6	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
MFNABGGJ_05826	CDS	1002	cheB_7	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MFNABGGJ_05827	CDS	882	prfB		COG1186	Peptide chain release factor RF2
MFNABGGJ_05828	CDS	1503	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
MFNABGGJ_05829	CDS	717				hypothetical protein
MFNABGGJ_05830	CDS	549				hypothetical protein
MFNABGGJ_05831	CDS	1278				hypothetical protein
MFNABGGJ_05832	CDS	906				hypothetical protein
MFNABGGJ_05833	CDS	327				hypothetical protein
MFNABGGJ_05834	CDS	249				hypothetical protein
MFNABGGJ_05835	CDS	786	pal_5			Peptidoglycan-associated lipoprotein
MFNABGGJ_05836	CDS	429				hypothetical protein
MFNABGGJ_05837	CDS	1656				hypothetical protein
MFNABGGJ_05838	CDS	1770				hypothetical protein
MFNABGGJ_05839	CDS	321				hypothetical protein
MFNABGGJ_05840	CDS	309				hypothetical protein
MFNABGGJ_05841	CDS	2646	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MFNABGGJ_05842	CDS	648	adk	2.7.4.3		Adenylate kinase
MFNABGGJ_05843	CDS	687	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MFNABGGJ_05844	CDS	312				hypothetical protein
MFNABGGJ_05845	CDS	861				hypothetical protein
MFNABGGJ_05846	CDS	828			COG2513	putative protein
MFNABGGJ_05847	CDS	699				hypothetical protein
MFNABGGJ_05848	CDS	621				hypothetical protein
MFNABGGJ_05849	CDS	783	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MFNABGGJ_05850	tRNA	76				tRNA-Arg(acg)
MFNABGGJ_05851	tRNA	91				tRNA-Ser(gct)
MFNABGGJ_05852	CDS	189	csrA2			Translational regulator CsrA2
MFNABGGJ_05853	CDS	1242		2.7.2.4	COG0527	Aspartate kinase
MFNABGGJ_05854	CDS	2619	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
MFNABGGJ_05855	CDS	1005	ltaE_2	4.1.2.48	COG2008	Low specificity L-threonine aldolase
MFNABGGJ_05856	CDS	510	ribH2	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase 2
MFNABGGJ_05857	CDS	1005	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MFNABGGJ_05858	CDS	291				hypothetical protein
MFNABGGJ_05859	CDS	1347	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MFNABGGJ_05860	CDS	1467	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MFNABGGJ_05861	CDS	1026	aruG	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit beta
MFNABGGJ_05862	CDS	1020	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit alpha
MFNABGGJ_05863	CDS	1221	aruC	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
MFNABGGJ_05864	CDS	981	cdhR_9		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_05865	CDS	765	hisP_3		COG4598	Histidine transport ATP-binding protein HisP
MFNABGGJ_05866	CDS	1113				hypothetical protein
MFNABGGJ_05867	CDS	699	occM_3			Octopine transport system permease protein OccM
MFNABGGJ_05868	CDS	690	hisQ_3		COG4215	Histidine transport system permease protein HisQ
MFNABGGJ_05869	CDS	786	argT_3		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
MFNABGGJ_05870	CDS	1956	acs_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MFNABGGJ_05871	CDS	306				hypothetical protein
MFNABGGJ_05872	CDS	864	rhaR_6			HTH-type transcriptional activator RhaR
MFNABGGJ_05873	CDS	1257	ybiU			putative protein YbiU
MFNABGGJ_05874	CDS	1284				putative sugar-binding periplasmic protein
MFNABGGJ_05875	CDS	663				hypothetical protein
MFNABGGJ_05876	CDS	1701	aspT			Aspartate/alanine antiporter
MFNABGGJ_05877	CDS	1431	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
MFNABGGJ_05878	CDS	1023				putative HTH-type transcriptional regulator
MFNABGGJ_05879	CDS	828	efeU_2		COG0672	Ferrous iron permease EfeU
MFNABGGJ_05880	CDS	1203	efeO_1		COG2822	Iron uptake system component EfeO
MFNABGGJ_05881	CDS	1308	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
MFNABGGJ_05882	CDS	819	efeO_2		COG2822	Iron uptake system component EfeO
MFNABGGJ_05883	CDS	456				hypothetical protein
MFNABGGJ_05884	CDS	1344	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MFNABGGJ_05885	CDS	552				hypothetical protein
MFNABGGJ_05886	CDS	480				hypothetical protein
MFNABGGJ_05887	CDS	1161	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
MFNABGGJ_05888	CDS	321				hypothetical protein
MFNABGGJ_05889	CDS	837	ku		COG1273	Non-homologous end joining protein Ku
MFNABGGJ_05890	CDS	2499	ligD		COG1793	Multifunctional non-homologous end joining protein LigD
MFNABGGJ_05891	CDS	912				hypothetical protein
MFNABGGJ_05892	CDS	1344				hypothetical protein
MFNABGGJ_05893	CDS	387				hypothetical protein
MFNABGGJ_05894	CDS	813	cmoB_2	2.5.1.-		tRNA U34 carboxymethyltransferase
MFNABGGJ_05895	CDS	1239				putative MFS-type transporter
MFNABGGJ_05896	CDS	1566	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
MFNABGGJ_05897	CDS	546				hypothetical protein
MFNABGGJ_05898	CDS	1194				hypothetical protein
MFNABGGJ_05899	CDS	312				hypothetical protein
MFNABGGJ_05900	CDS	1158				hypothetical protein
MFNABGGJ_05901	CDS	1875	lplT			Lysophospholipid transporter LplT
MFNABGGJ_05902	CDS	315	gdx_3		COG2076	Guanidinium exporter
MFNABGGJ_05903	CDS	966	panS		COG0385	Pantothenate precursors transporter PanS
MFNABGGJ_05904	CDS	921	rdgC		COG2974	Recombination-associated protein RdgC
MFNABGGJ_05905	tRNA	76				tRNA-Val(tac)
MFNABGGJ_05906	tRNA	77				tRNA-Asp(gtc)
MFNABGGJ_05907	CDS	2424	fpvA_6		COG4773	Ferripyoverdine receptor
MFNABGGJ_05908	CDS	981	fecR_12		COG3712	Protein FecR
MFNABGGJ_05909	CDS	519	fecI_16		COG1595	putative RNA polymerase sigma factor FecI
MFNABGGJ_05910	tRNA	76				tRNA-Val(tac)
MFNABGGJ_05911	tRNA	77				tRNA-Asp(gtc)
MFNABGGJ_05912	CDS	771	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
MFNABGGJ_05913	CDS	1539	stp_3			Multidrug resistance protein Stp
MFNABGGJ_05914	CDS	924	dmlR_25			HTH-type transcriptional regulator DmlR
MFNABGGJ_05915	CDS	693	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
